"WORD","HITS"
"drank","6"
"dry","4"
"dumpty","1"
"dutch","5"
"duty","1"
"dy","2"
"dynamically","1"
"earn","2"
"eastern","1"
"eaten","4"
"eb","1"
"ecuador","1"
"edible","1"
"elect","1"
"electi","1"
"election","1"
"elections","1"
"element","3"
"ellipse","6"
"ellipses","1"
"embedded","1"
"energy","3"
"ensure","1"
"equal","4"
"errors","1"
"escape","1"
"essential","3"
"eu","4"
"europe","7"
"european","6"
"event","1"
"everyday","3"
"examples","1"
"exceptions","1"
"excess","1"
"excuse","1"
"exercises","2"
"expected","2"
"exploration","3"
"external","3"
"extra","2"
"extremely","1"
"failed","3"
"faraway","1"
"fe","1"
"features","3"
"file","1"
"files","1"
"filling","1"
"film","6"
"final","6"
"finished","11"
"flash","1"
"flock","1"
"fm","1"
"font","2"
"fonts","2"
"force","2"
"forward","1"
"fr","1"
"framework","1"
"frameworks","1"
"freedom","3"
"french","13"
"funicular","1"
"ga","2"
"gap","1"
"gapfilling","1"
"gas","4"
"gases","1"
"gd","1"
"ge","2"
"generated","2"
"gif","3"
"gigsaw","1"
"girlfriend","3"
"gradients","1"
"grapes","8"
"graph","2"
"graphic","1"
"graphics","1"
"greenland","1"
"gress","1"
"groarr","1"
"gu","1"
"guyana","1"
"handsign","1"
"headfirst","1"
"health","2"
"held","4"
"herd","1"
"hf","1"
"hg","1"
"highs","1"
"hodja","1"
"hole","3"
"hoping","1"
"hsurinamt","1"
"html","1"
"humpty","1"
"identification","1"
"identifying","1"
"ilsa","1"
"img","1"
"improvements","1"
"include","2"
"included","1"
"indefinite","1"
"indicate","2"
"indonesia","1"
"infinitive","4"
"inflexion","1"
"inhabit","1"
"inhabitants","1"
"initial","1"
"initially","1"
"inkatha","1"
"install","1"
"instance","1"
"introductory","1"
"ira","1"
"iron","3"
"ity","1"
"ix","2"
"japan","5"
"journey","1"
"jpg","1"
"jurassic","1"
"kenya","1"
"kilos","2"
"kind","6"
"kinds","7"
"kr","2"
"landscape","2"
"landslide","1"
"language","6"
"laszlo","1"
"latin","2"
"lemon","7"
"lesotho","1"
"letra","4"
"letter","16"
"letters","14"
"limited","1"
"lisbon","4"
"listas","1"
"lithuania","1"
"ln","3"
"loaded","1"
"local","2"
"location","1"
"lorry","7"
"lu","1"
"mach","2"
"main","6"
"maj","1"
"majestic","1"
"manages","1"
"map","9"
"market","8"
"maximum","1"
"md","2"
"media","3"
"meeting","3"
"mental","1"
"menu","5"
"message","5"
"metal","3"
"midi","1"
"mine","3"
"mixed","2"
"mn","2"
"modes","1"
"module","2"
"morocco","3"
"motorbike","2"
"motorcycle","3"
"mountains","10"
"movies","2"
"mozart","1"
"mp","1"
"mpeg","1"
"mperatures","1"
"multimedia","1"
"nasreddin","1"
"nati","1"
"nb","1"
"ne","5"
"newspaper","2"
"nightclub","1"
"nland","1"
"nny","1"
"nouns","3"
"np","2"
"nuevos","1"
"núria","1"
"object","6"
"occasionally","1"
"offering","1"
"omelette","3"
"operations","1"
"opposite","4"
"ordering","1"
"os","5"
"owns","2"
"oxygene","1"
"pa","5"
"pack","3"
"paraguay","1"
"paramilitary","1"
"parliament","4"
"participle","3"
"partner","2"
"passengers","1"
"pay","15"
"pb","1"
"pd","4"
"pea","1"
"pear","12"
"pecuador","1"
"perfecto","2"
"periodic","1"
"persuades","1"
"plane","12"
"plurals","2"
"pm","2"
"png","1"
"po","2"
"point","6"
"polls","1"
"polygon","2"
"possessive","3"
"pr","3"
"precipices","1"
"preposition","3"
"presented","1"
"pride","1"
"principal","4"
"project","3"
"projects","2"
"proposed","1"
"pt","1"
"pu","1"
"pyrenees","1"
"párrafos","2"
"qt","1"
"racial","1"
"rag","1"
"random","1"
"randomly","1"
"rb","1"
"receptacle","1"
"recorded","1"
"rectangles","1"
"rectangular","2"
"refreshing","1"
"relationship","2"
"renault","1"
"resolution","1"
"resource","1"
"response","1"
"revealed","2"
"rh","2"
"rick","1"
"rn","4"
"rob","1"
"robertson","1"
"rome","7"
"rowspan","1"
"ru","2"
"rule","2"
"russia","4"
"ry","1"
"sad","14"
"sake","2"
"sample","1"
"sang","4"
"sat","2"
"sb","2"
"sc","3"
"scales","1"
"scrambled","2"
"scratch","1"
"screens","2"
"searches","1"
"seat","1"
"seconds","2"
"sections","2"
"sell","6"
"sequence","2"
"series","2"
"sh","4"
"shaper","1"
"shapers","1"
"shapes","3"
"shared","2"
"shoal","1"
"siberia","1"
"sign","3"
"single","4"
"size","4"
"sizes","2"
"skin","3"
"skins","1"
"slands","1"
"slopes","1"
"sm","1"
"smoking","1"
"smple","1"
"sodium","1"
"solve","11"
"solved","1"
"solving","1"
"southern","2"
"spaces","5"
"spectacular","2"
"speedy","2"
"spoken","5"
"sr","2"
"src","1"
"st","17"
"standard","1"
"started","7"
"steep","1"
"sticker","1"
"stressed","1"
"strokes","2"
"style","2"
"styled","1"
"subject","4"
"substantial","1"
"surinam","1"
"swarm","1"
"system","4"
"ta","3"
"takes","7"
"tb","1"
"tc","2"
"td","1"
"texts","2"
"textual","2"
"thieves","3"
"things","13"
"thirds","2"
"thrill","1"
"ti","1"
"tickets","4"
"tl","2"
"tm","1"
"today","11"
"tooths","1"
"tr","1"
"transparencies","1"
"transparency","1"
"transparent","1"
"transport","10"
"trex","1"
"triangularjigsaw","1"
"truetype","1"
"turned","1"
"typeface","1"
"typefaces","1"
"ug","1"
"unable","2"
"uncover","1"
"understood","4"
"unfeasible","1"
"union","7"
"uranium","2"
"uruguay","1"
"valley","2"
"vehicles","1"
"velocity","1"
"venezuela","1"
"ventanas","1"
"venture","1"
"victor","1"
"video","5"
"view","2"
"violence","3"
"violent","1"
"visas","1"
"visual","1"
"visuales","1"
"vote","1"
"voters","1"
"vowel","9"
"vowels","4"
"walking","6"
"war","6"
"warm","7"
"waterfalls","1"
"watermelon","6"
"wav","2"
"weighed","2"
"wich","1"
"width","1"
"wife","6"
"windows","4"
"woman","8"
"xe","1"
"xi","1"
"ximum","1"
"xml","1"
"yb","1"
"ying","1"
"yr","1"
"zealand","1"
"zn","2"
"zone","2"
"zones","3"
"zr","1"
"abocar","1"
"add","1"
"additional","1"
"afegir","1"
"affirmative","5"
"afraid","3"
"alcoholic","1"
"amanida","1"
"amount","3"
"aperitif","1"
"bacon","1"
"banana","15"
"barrejar","1"
"basil","1"
"bastantes","1"
"beef","1"
"beefsteak","1"
"beer","4"
"beu","1"
"beverages","1"
"bite","3"
"boil","1"
"boiling","1"
"bullir","1"
"cawliflower","1"
"cervesa","1"
"chef","2"
"chili","1"
"chips","9"
"chopped","1"
"cocktail","1"
"cola","3"
"coleslaw","1"
"columns","2"
"cooked","2"
"cookies","3"
"cooking","3"
"corn","6"
"cornflakes","1"
"coure","1"
"course","7"
"cream","7"
"crisp","1"
"croquettes","1"
"crushed","1"
"cups","1"
"cut","8"
"dairy","2"
"daus","1"
"dente","1"
"dialogue","3"
"dice","2"
"diced","1"
"dinar","1"
"directions","1"
"don´t","6"
"doughnuts","1"
"drained","1"
"dried","1"
"egg","5"
"err","1"
"esmicolar","1"
"explanation","2"
"expressing","1"
"farfalle","1"
"flakes","1"
"fregir","1"
"fresh","2"
"fried","1"
"fries","1"
"fry","2"
"garlic","1"
"gelat","2"
"gens","1"
"grammar","2"
"grated","1"
"ground","4"
"halves","2"
"ham","4"
"hamburger","3"
"hamburguer","2"
"hot","18"
"imperatives","1"
"ingredients","1"
"interrogative","4"
"i´ll","1"
"i´m","4"
"jam","2"
"juice","7"
"lambrusco","1"
"learning","3"
"lettuce","7"
"list","5"
"listening","7"
"maduixa","1"
"maduixes","1"
"making","7"
"meal","4"
"meaning","10"
"melon","5"
"menjo","1"
"mica","2"
"mince","3"
"minced","1"
"mix","3"
"muffin","1"
"mushroom","2"
"mushrooms","3"
"negative","8"
"nevera","3"
"nichols","1"
"normal","1"
"nutrition","1"
"nutritional","1"
"oil","4"
"olive","1"
"olives","1"
"ooops","2"
"ounce","1"
"package","2"
"packages","1"
"pare","2"
"parmesan","1"
"pasta","1"
"pastry","1"
"peaches","1"
"penne","1"
"peppers","1"
"pie","4"
"pizzas","1"
"plàtan","1"
"postres","1"
"potato","4"
"prawn","1"
"pumpkin","8"
"quantity","1"
"recipe","1"
"recommend","1"
"remember","15"
"remenar","1"
"remove","1"
"reservation","2"
"reserved","1"
"return","3"
"rings","3"
"ryefield","1"
"salsitxa","1"
"salt","3"
"salted","1"
"saucepan","1"
"sausage","2"
"sausages","4"
"servir","1"
"shepherd","1"
"sir","4"
"slice","1"
"sliced","1"
"slices","1"
"smiths","1"
"snacks","1"
"spices","1"
"squids","1"
"starter","1"
"starters","1"
"steak","1"
"stir","1"
"strawberries","6"
"strips","2"
"sweet","7"
"tables","4"
"tablespoons","1"
"tallar","1"
"taronges","1"
"taronja","1"
"teaspoon","1"
"teaspoons","1"
"toast","2"
"tomato","7"
"tomatoes","3"
"translate","2"
"tray","1"
"treure","1"
"trossejar","1"
"tunafish","1"
"typical","2"
"vinegar","1"
"vull","1"
"waiter","1"
"waitress","1"
"weekend","3"
"yoghurt","3"
"blender","1"
"computer","17"
"dish","3"
"dryer","1"
"electric","2"
"electrical","1"
"flechas","1"
"heater","1"
"iguales","1"
"localiza","1"
"machine","4"
"maker","2"
"microwave","3"
"oven","2"
"printer","1"
"pulsa","3"
"stove","1"
"television","10"
"toaster","2"
"une","9"
"vacuum","1"
"washer","1"
"washing","4"
"whisk","1"
"ail","1"
"anothers","1"
"bamboo","4"
"bat","10"
"bushy","1"
"carnivorous","1"
"daf","2"
"descriptions","2"
"disorganized","1"
"dlowl","1"
"elefant","1"
"grass","7"
"gti","1"
"herbivorous","1"
"humans","2"
"insects","3"
"jessica","1"
"level","4"
"macdonald","1"
"noses","2"
"orejuela","1"
"orse","1"
"paws","1"
"plants","8"
"polars","1"
"race","4"
"science","5"
"snort","1"
"super","9"
"uoooh","1"
"uooooh","1"
"veeeeeeeeeeery","1"
"wat","1"
"woods","2"
"broomstick","1"
"chrismtas","2"
"christmastree","3"
"claus","4"
"fatherchristmas","4"
"front","5"
"ghost","6"
"gmonster","1"
"halloween","8"
"husky","1"
"lessons","3"
"merry","5"
"monster","7"
"pumpkinf","1"
"punzanosirvent","2"
"ralf","2"
"review","2"
"santa","6"
"toy","5"
"treat","5"
"trick","6"
"basket","8"
"blackcat","1"
"chick","1"
"chocolates","1"
"dehh","1"
"easter","3"
"ec","1"
"fbc","1"
"festivals","1"
"fortuny","1"
"galofré","1"
"gho","1"
"ght","1"
"jack","10"
"jackolantern","1"
"ky","1"
"lantern","3"
"margarita","2"
"rm","1"
"skeleton","6"
"spilut","1"
"ss","2"
"sw","3"
"tk","1"
"tneserp","1"
"tulips","1"
"abcomfortable","1"
"adjective","3"
"afamat","1"
"afternoon","6"
"ahia","1"
"ainara","1"
"alt","3"
"assedegat","1"
"avorrit","1"
"baix","3"
"barat","1"
"barroer","1"
"ben","6"
"beneit","1"
"bo","2"
"brut","2"
"buit","1"
"callat","1"
"calor","2"
"cansat","1"
"catalan","4"
"cheap","7"
"ck","2"
"clever","6"
"curt","1"
"còmode","1"
"der","3"
"desanimat","1"
"difícil","1"
"disappointed","1"
"doesn","12"
"dolent","1"
"dur","2"
"econòmic","1"
"educat","1"
"edur","1"
"einstein","1"
"eloi","1"
"empty","5"
"enfadat","1"
"espantat","2"
"estret","1"
"excitant","1"
"exciting","1"
"expensive","8"
"feliç","2"
"films","7"
"fort","3"
"fred","3"
"frustrat","1"
"frustrated","1"
"fàcil","1"
"gal","1"
"gelós","1"
"gran","2"
"gras","1"
"gros","1"
"gruixut","1"
"guai","1"
"guapo","1"
"guy","2"
"handsome","3"
"hard","5"
"hm","2"
"horror","3"
"iker","1"
"intel·ligent","1"
"interessant","1"
"jealous","1"
"jove","1"
"kc","2"
"late","5"
"lennon","1"
"lleig","1"
"llest","1"
"lleuger","1"
"lp","1"
"lucía","1"
"mal","1"
"malalt","1"
"malament","1"
"mandrós","1"
"marks","3"
"nerviós","1"
"nervous","2"
"nervousansad","1"
"net","5"
"nou","3"
"oa","2"
"orgullós","2"
"perillós","2"
"pesat","1"
"petit","1"
"plantat","1"
"ple","1"
"polite","1"
"preocupat","1"
"prim","1"
"rdisappointed","1"
"rude","2"
"ràpid","2"
"scared","5"
"scold","1"
"serious","2"
"seriós","1"
"sick","2"
"silly","3"
"sorollós","1"
"sorprès","1"
"suprised","1"
"surprised","2"
"tard","2"
"thirsty","6"
"tired","8"
"tonto","1"
"tranquil","1"
"treballador","1"
"trist","2"
"valent","1"
"vell","1"
"watching","7"
"worried","4"
"wrote","7"
"yf","1"
"yt","3"
"¿are","1"
"achieved","1"
"ahead","2"
"ain","1"
"ajudar","3"
"amizades","1"
"aos","1"
"aspect","1"
"associar","4"
"atenção","1"
"atividades","3"
"attention","7"
"award","1"
"azevedo","1"
"bannach","1"
"basler","1"
"berkshire","1"
"biography","1"
"blow","5"
"born","10"
"breakthrough","1"
"brighten","1"
"bye","10"
"capslock","1"
"carole","1"
"carolina","2"
"celebrated","6"
"chapel","1"
"classic","2"
"close","7"
"clouds","4"
"collected","2"
"communication","1"
"considered","2"
"consiste","1"
"correctly","5"
"countdown","1"
"county","1"
"cultural","2"
"da","11"
"darkest","1"
"desert","7"
"disc","2"
"disco","3"
"edited","1"
"em","3"
"enemy","2"
"escolhida","1"
"estrofe","1"
"fact","3"
"fame","1"
"fire","5"
"friendship","1"
"friendships","1"
"genre","1"
"global","2"
"gr","4"
"grammy","1"
"gray","2"
"grew","2"
"guitarist","1"
"hall","5"
"harder","1"
"hey","1"
"hill","1"
"hit","4"
"hope","5"
"inducted","1"
"interaction","1"
"introduction","4"
"james","4"
"knocking","1"
"lacunas","1"
"leads","1"
"lenox","1"
"let´s","3"
"lincoln","2"
"link","4"
"lyrics","1"
"maiúsculas","1"
"major","2"
"massachusetts","2"
"melhor","1"
"mucic","1"
"música","1"
"novamente","1"
"ome","1"
"ooh","1"
"opposites","6"
"ouvir","1"
"palavras","1"
"paraná","1"
"parte","3"
"participating","2"
"pessoa","1"
"pleasant","1"
"pontal","1"
"pontuaçao","1"
"precisar","1"
"preencher","1"
"quotations","1"
"rain","9"
"raised","2"
"realizar","1"
"recording","2"
"reinicie","1"
"restart","1"
"roll","2"
"roy","1"
"sempre","2"
"separeted","1"
"shots","1"
"site","1"
"skill","1"
"social","2"
"songwriter","1"
"soul","1"
"spelling","4"
"stanza","1"
"stops","1"
"strangers","1"
"suas","1"
"subtstantivos","1"
"taylor","1"
"themis","1"
"till","2"
"troubled","1"
"turn","8"
"uma","1"
"vai","1"
"vernon","1"
"verses","1"
"versos","1"
"vida","3"
"você","1"
"várias","1"
"vão","1"
"washington","4"
"wind","4"
"won","5"
"yeah","1"
"ahora","1"
"aunt","6"
"auxiliares","2"
"camera","2"
"corresponda","3"
"crea","1"
"daughter","8"
"delante","3"
"demás","1"
"detrás","1"
"ej","5"
"emily","1"
"escribe","9"
"español","3"
"este","8"
"falso","1"
"falta","2"
"forma","9"
"funciona","2"
"genial","1"
"genio","1"
"gloves","5"
"grandparents","3"
"haciendo","1"
"hará","1"
"hasen","1"
"hasn","9"
"haven","9"
"hay","3"
"imagen","6"
"instrucciones","1"
"interrogación","2"
"interrogativa","2"
"knee","8"
"lee","2"
"lifejacket","1"
"memoriza","1"
"memorizado","1"
"negación","2"
"negativa","5"
"ordena","10"
"pads","1"
"paints","3"
"persona","4"
"player","7"
"plurales","1"
"ponen","1"
"preguntas","1"
"siempre","1"
"siguiente","1"
"sujeto","4"
"sólo","2"
"tendrás","2"
"tercera","2"
"terminado","1"
"todas","1"
"tony","1"
"unirlos","1"
"usando","1"
"verbal","1"
"verás","1"
"vocabulario","4"
"ya","2"
"¿seguro","1"
"","1"
"camping","1"
"chess","3"
"chinese","6"
"climbing","2"
"cn","2"
"dr","3"
"drawing","3"
"drums","1"
"eva","2"
"fishing","3"
"france","16"
"gg","2"
"gianni","1"
"hobbies","2"
"hobby","1"
"ies","1"
"interests","1"
"marie","1"
"milan","1"
"moscow","2"
"nn","1"
"paris","11"
"penfriends","1"
"photography","1"
"photos","3"
"piano","2"
"playing","12"
"practise","3"
"reig","2"
"relaxing","1"
"riding","5"
"rollerblading","1"
"roman","3"
"sailing","2"
"skating","3"
"skiing","3"
"solera","2"
"surfing","1"
"tv","12"
"viladecans","1"
"weekends","2"
"accumulation","1"
"acid","1"
"adhesion","1"
"air","2"
"allowes","1"
"area","5"
"attracted","1"
"bodies","3"
"changes","3"
"clil","1"
"climate","3"
"cohesion","1"
"components","3"
"condensation","1"
"courses","1"
"dcfr","1"
"dissolves","1"
"dlf","1"
"earth´s","1"
"eso","4"
"evaporation","1"
"fed","2"
"formed","4"
"gha","1"
"glaciar","1"
"glaciars","2"
"glaciers","1"
"gooerunoff","1"
"groundwater","1"
"heat","4"
"hydrosphere","1"
"infiltration","1"
"integrated","3"
"inundated","1"
"isevaw","1"
"itselt","1"
"lake","9"
"lakes","1"
"landscapes","2"
"liquid","3"
"located","1"
"materials","3"
"mineral","3"
"moderates","1"
"moves","2"
"mª","4"
"méndez","1"
"occurs","1"
"ocean","5"
"oxide","1"
"permanent","1"
"planets","4"
"powerful","1"
"precipitation","1"
"press","4"
"properties","1"
"proyecto","3"
"result","3"
"rise","2"
"rivers","2"
"rocks","3"
"runoff","1"
"sea","11"
"soil","2"
"solvent","1"
"stream","1"
"streams","1"
"surface","5"
"surfaces","1"
"swamp","1"
"swampg","1"
"swamps","1"
"tides","1"
"torrents","1"
"travel","13"
"vessels","1"
"waves","1"
"wet","4"
"wetlands","1"
"wets","1"
"cloudy","6"
"doggie","1"
"links","1"
"man","19"
"rainy","4"
"sring","1"
"aware","1"
"bought","8"
"brackets","3"
"broke","5"
"buy","10"
"caught","4"
"chose","2"
"coast","3"
"cry","8"
"defeat","1"
"dream","4"
"dreamt","2"
"drew","1"
"drove","3"
"dust","3"
"events","3"
"experience","1"
"fight","5"
"forget","5"
"forgot","2"
"fought","2"
"gaze","1"
"greetings","3"
"hernández","1"
"hold","2"
"jacqui","1"
"josé","4"
"keyboard","1"
"knew","4"
"leave","10"
"mansion","1"
"master","2"
"mind","3"
"ohhhh","1"
"ooopppsss","1"
"ooopppssss","1"
"pass","8"
"paying","1"
"pepehp@teleline","1"
"physical","4"
"portillo","1"
"post","3"
"pretty","4"
"printed","1"
"quit","1"
"represent","3"
"sank","1"
"send","8"
"sink","3"
"sleeping","6"
"sold","3"
"soldiers","2"
"speak","15"
"spoke","6"
"success","1"
"taught","3"
"teach","5"
"told","4"
"vase","4"
"appropriate","3"
"briks","1"
"couscous","1"
"delicious","4"
"nesreen","1"
"pete","1"
"reorder","1"
"roast","2"
"savoury","1"
"smells","3"
"spaghetti","5"
"tunisia","1"
"chalk","5"
"childcare","1"
"computers","4"
"conference","3"
"crayons","1"
"diary","3"
"director","2"
"duster","2"
"dustera","1"
"eracdlihcl","1"
"felt","4"
"glue","3"
"gym","1"
"ict","1"
"laboratory","2"
"lady","4"
"librarian","1"
"louder","1"
"office","4"
"paintbrush","1"
"pens","3"
"phrase","2"
"plastic","3"
"plasticine","1"
"playground","1"
"psychologist","1"
"repeat","3"
"say…","1"
"secretary","1"
"secretary’s","1"
"sheet","2"
"spell","1"
"spell…","1"
"technology","1"
"tutor","1"
"vegetable","2"
"watercolor","1"
"ye","1"
"aliens","2"
"beast","2"
"carnavon","1"
"carter","3"
"cemetery","1"
"ciarán","1"
"connor","1"
"continuous","3"
"contiuous","1"
"darkness","1"
"decided","4"
"discovered","3"
"discovering","3"
"enormous","3"
"explored","1"
"exploring","2"
"finding","1"
"fullmoon","1"
"hannah","1"
"haunted","1"
"hauntedhouse","1"
"hearing","1"
"helen","5"
"holidays","2"
"howard","1"
"ireland","10"
"loch","3"
"lord","1"
"moon","9"
"mummy","7"
"mysterious","1"
"mystery","1"
"ness","3"
"nightmare","1"
"nightmareo","1"
"noises","1"
"progress","2"
"robert","4"
"scotland","7"
"shadow","1"
"slept","4"
"stories","3"
"strange","4"
"terrible","3"
"terrified","3"
"tomb","2"
"treasure","4"
"tutankhamen","1"
"vampire","3"
"visited","8"
"visiting","2"
"walked","6"
"acontecimiento","1"
"adecuado","2"
"advertisementes","1"
"advertisements","1"
"afirmativa","4"
"allen","1"
"alumno","2"
"alumnos","1"
"anterior","2"
"aparecen","1"
"aparecerán","1"
"apreciar","1"
"aprender","1"
"arrive","6"
"arrived","5"
"awake","1"
"babbo","1"
"based","2"
"believes","1"
"breve","1"
"bringing","1"
"brownie","1"
"candies","1"
"candles","7"
"candy","2"
"changed","3"
"character","3"
"checking","2"
"cierra","2"
"clarke","1"
"clause","1"
"clement","1"
"coal","4"
"comprensión","1"
"cuatro","2"
"desplegable","1"
"discuss","1"
"distintas","1"
"distintos","1"
"encontrar","4"
"entendido","1"
"escribirlas","1"
"fechas","1"
"flying","2"
"frases","8"
"frost","1"
"gonna","2"
"goodnes","1"
"historia","1"
"history","8"
"holy","4"
"idea","3"
"información","2"
"innocents","1"
"invierno","1"
"irving","1"
"kanakaloka","1"
"kings","5"
"kurohsu","1"
"lectora","1"
"legends","1"
"lines","3"
"lista","2"
"líneas","1"
"magazines","2"
"magic","3"
"mapa","3"
"memoria","4"
"millions","2"
"moore","1"
"muestran","1"
"natale","1"
"nativity","2"
"naughty","2"
"navidad","1"
"navideños","1"
"nicholas","1"
"nikolaus","1"
"nosed","3"
"noël","1"
"nuevo","2"
"oculto","1"
"opciones","1"
"originating","2"
"ornaments","2"
"oye","1"
"paréntesis","1"
"pascuerro","1"
"país","4"
"países","2"
"peace","4"
"personaje","1"
"pinchar","1"
"podrá","1"
"poem","2"
"popularity","1"
"posibilidades","1"
"pout","3"
"presente","5"
"promote","1"
"promoted","1"
"published","2"
"publishes","1"
"père","1"
"recibe","1"
"reconocido","1"
"refer","4"
"referred","1"
"reindeers","2"
"relacionadas","2"
"resolviendo","1"
"revisar","1"
"rudolph","3"
"saint","6"
"saints","1"
"sankt","1"
"scene","1"
"secret","4"
"sees","2"
"sinterklaas","1"
"sleigh","4"
"sleight","1"
"solstice","1"
"starts","4"
"stockings","2"
"suelen","1"
"telling","3"
"textos","1"
"tim","4"
"trata","3"
"título","1"
"unidos","1"
"valora","1"
"verbos","3"
"versions","1"
"vez","2"
"videos","1"
"viejo","1"
"villancio","1"
"wil","2"
"wishes","1"
"writer","5"
"writes","1"
"belén","1"
"boats","2"
"boys","6"
"ciclo","2"
"clowns","1"
"colegio","4"
"copy","4"
"count","1"
"díaz","1"
"educacion","1"
"enter","3"
"folow","1"
"logos","1"
"primaria","3"
"raya","1"
"rozas","3"
"father´s","1"
"hare","2"
"leaf","3"
"pet","3"
"princess","4"
"rich","3"
"weak","3"
"acted","1"
"affirmatives","1"
"ages","1"
"ago","2"
"alarm","1"
"alex","3"
"annika","1"
"appeared","3"
"appearing","1"
"asked","2"
"assassinated","1"
"auxiliary","1"
"balloon","2"
"beed","1"
"begun","1"
"boss","1"
"brand","1"
"broken","1"
"brothers","4"
"brushed","1"
"buried","1"
"bury","1"
"bus","16"
"busy","2"
"camel","6"
"can`t","1"
"cancel","1"
"cancelled","1"
"carried","4"
"carry","1"
"castle","6"
"ch","4"
"charity","1"
"chestnuts","1"
"circus","3"
"claudia","1"
"closed","2"
"company","1"
"completely","1"
"concert","1"
"congo","1"
"conversation","1"
"covers","1"
"crash","1"
"crashed","1"
"creator","1"
"critters","1"
"cycled","1"
"dad","4"
"destroy","1"
"destroyed","1"
"dicaprio","1"
"didnt","1"
"died","6"
"difference","2"
"disabled","2"
"disguised","1"
"dived","1"
"divorced","1"
"dreams","1"
"driven","1"
"drivenk","1"
"driver","5"
"egypt","4"
"email","2"
"emoceb","1"
"enrol","1"
"enrolled","1"
"erupted","1"
"evag","1"
"everest","2"
"exam","2"
"fallen","1"
"farmer","5"
"feed","1"
"fixed","3"
"flight","3"
"flown","2"
"forgotten","2"
"formula","2"
"frightened","2"
"future","5"
"garage","5"
"grandma","6"
"greg","1"
"happen","3"
"happened","1"
"hasnt","1"
"hasn’t","1"
"havent","1"
"headed","1"
"helicopter","2"
"he’s","1"
"housework","2"
"hunted","1"
"idol","1"
"ill","3"
"interested","1"
"invented","1"
"inventions","1"
"i’ve","1"
"japanese","4"
"jfk","1"
"joanne","1"
"johny","1"
"joined","1"
"journalist","2"
"juliet","1"
"karaoke","2"
"kids","1"
"kilometres","2"
"knocked","1"
"lain","1"
"larsson","1"
"laughed","1"
"lend","2"
"leoardo","1"
"leonardo","1"
"lie","1"
"lift","1"
"linda","1"
"lived","8"
"looked","3"
"lost","4"
"louisa","2"
"madonna","1"
"mahal","1"
"malaysian","1"
"managed","1"
"married","4"
"marry","4"
"matchings","1"
"maxwell","1"
"meet","7"
"mended","1"
"met","5"
"mexico","4"
"missed","1"
"motorised","1"
"moved","3"
"natasha","1"
"nathan","1"
"needed","2"
"negatives","1"
"nettogrof","1"
"niro","1"
"nugeb","1"
"olympic","2"
"paid","2"
"paranormal","1"
"participles","2"
"passed","2"
"pasts","1"
"pears","2"
"periods","2"
"phone","5"
"played","7"
"points","3"
"politics","1"
"posted","1"
"pounds","6"
"preferred","1"
"programme","4"
"pronounce","3"
"pronounciation","1"
"pyramids","3"
"questions","8"
"rained","1"
"raise","1"
"rang","1"
"readed","1"
"realised","1"
"receive","3"
"received","1"
"repeated","1"
"rest","3"
"reviewed","2"
"ridden","1"
"rided","1"
"riden","1"
"ring","2"
"rode","1"
"role","2"
"romeo","1"
"rose","5"
"rung","1"
"rush","2"
"sahara","1"
"sailed","1"
"sam","2"
"second","12"
"shake","2"
"shaken","1"
"she’d","1"
"shine","2"
"shone","1"
"shook","2"
"shy","2"
"sine","1"
"situation","1"
"skied","1"
"specific","1"
"spend","1"
"spent","3"
"spiderman","1"
"starred","1"
"stars","3"
"stayed","4"
"steal","3"
"stieg","1"
"stole","2"
"stolen","1"
"stood","1"
"stopped","3"
"strangely","1"
"studied","4"
"sung","3"
"surgery","1"
"swum","2"
"taekwondo","1"
"taj","1"
"talent","1"
"talked","2"
"taxi","5"
"technician","1"
"teen","1"
"tenerife","1"
"tenses","1"
"theme","1"
"thguoht","1"
"thought","4"
"thrown","1"
"titanic","2"
"travelled","5"
"typed","1"
"university","1"
"unusual","1"
"upside","1"
"utter","1"
"volcano","2"
"waited","1"
"wasn","4"
"watered","1"
"weddding","1"
"weeks","1"
"weren","2"
"windsurfing","1"
"winning","1"
"woke","1"
"wonderful","10"
"wore","2"
"worked","3"
"worn","1"
"“have","1"
"“yes","1"
"añade","2"
"conjuga","1"
"cons","1"
"consonante","3"
"continuo","1"
"duplica","1"
"gerundio","1"
"ing","3"
"jugando","1"
"jugar","5"
"lighting","1"
"london","14"
"marga","1"
"monosílabo","1"
"necesita","1"
"pasado","4"
"pepe","1"
"phoning","1"
"quita","1"
"shop","9"
"sitting","3"
"skateboarding","1"
"talking","2"
"tower","3"
"voc","1"
"última","1"
"agradecimiento","1"
"asturias","1"
"audios","1"
"bige","1"
"chamaleon","1"
"curly","3"
"editorial","3"
"eh","1"
"fernández","1"
"gijón","1"
"goldfish","1"
"imágenes","9"
"leonor","1"
"oxford","3"
"permitirme","1"
"propiedad","1"
"rat","3"
"ronald","1"
"sa","2"
"spot","1"
"straight","3"
"tortoise","3"
"utilización","2"
"anchor","1"
"attract","1"
"distance","4"
"flouer","1"
"flower","6"
"function","2"
"functions","3"
"grow","2"
"lif","1"
"maintains","2"
"mroot","1"
"nutrients","2"
"photosynthesis","1"
"pollination","1"
"process","2"
"protects","2"
"reproduce","1"
"respiration","1"
"responsible","1"
"root","1"
"ruts","1"
"seed","1"
"sids","1"
"stem","1"
"store","1"
"support","2"
"transpiration","1"
"transports","2"
"upss","1"
"bin","1"
