"WORD","HITS"
"πληγώσουμε","1"
"πληροφορίες","1"
"πολλά","1"
"πολύπορο","1"
"πορτοκαλί","1"
"που","2"
"προεξωχές","1"
"πρόκειται","1"
"πόδι","1"
"πόροι","1"
"πότε","1"
"σαλίγκαρος","1"
"σαλιγκάρια","1"
"σαπροφυτικό","1"
"σουίλος","1"
"στάξει","1"
"στα","1"
"στις","1"
"στο","1"
"στύπος","1"
"συμβιώνει","1"
"συμπεριλαμβάνονται","1"
"συνδυάζουν","1"
"τα","2"
"τις","1"
"το","2"
"τον","1"
"τοξίνες","1"
"τοξικά","1"
"τοξικο","1"
"τοξικό","1"
"τους","1"
"τρια","1"
"τρούφα","1"
"τρώγεται","1"
"τρώγονται","1"
"τρώει","2"
"τρώνε","1"
"των","1"
"φαγωσιμο","1"
"φαγώσιμα","1"
"φαγώσιμο","1"
"φαγώσιμος","1"
"φαλλοειδής","1"
"φθινώπορο","1"
"χαρακτηριστικά","1"
"χειμώνα","1"
"χρώμα","1"
"ψηλή","1"
"όπως","1"
"όταν","1"
"ύδνο","1"
"","1"
"toergastiritoulogou","1"
"άγρια","1"
"άγριο","1"
"έντομο","1"
"αγελάδα","1"
"αλεπού","1"
"βάζω","1"
"γάτα","1"
"γουρούνι","1"
"ερπετό","1"
"ζει","1"
"ζώου","1"
"θηλαστικά","1"
"θηλαστικό","1"
"κάθε","1"
"καθένα","1"
"κατοικίδια","1"
"κατοικίδιο","1"
"κοράκι","1"
"κόκορας","1"
"κότα","1"
"κώστας","1"
"λογοθεραπευτής","1"
"μέλισσα","1"
"μαυροματάκης","1"
"μεγάλο","1"
"μικρό","1"
"πάμε","1"
"παίρνουμε","1"
"παμφάγα","1"
"παραπάνω","1"
"πιο","1"
"ποιo","1"
"ποια","1"
"προς","1"
"πρόβατο","1"
"πτηνά","1"
"πτηνό","1"
"σαρκοφάγα","1"
"σαύρα","1"
"σκατζόχοιρος","1"
"τέλος","1"
"φίδι","1"
"φυτοφάγα","1"
"φώκια","1"
"χελιδόνι","1"
"ψάρι","1"
"ψάρια","1"
"ωραίος","1"
"όνομα","1"
"όχι","1"
